id,app_name,genre,rating,reviews,cost_label,rate_5_pc,rate_4_pc,rate_3_pc,rate_2_pc,rate_1_pc,updated,size,installs,current_version,requires_android,content_rating,in_app_products,offered_by
378,Racing Fever,Racing,4.5,"1,455,920 total",Install,76.9231,10.0,6.15385,1.53846,5.38462,"July 29, 2019",63M,"50,000,000+",1.7.0,4.1 and up,Rated for 3+,"₫37,000 - ₫3,900,000 per item",Gameguru
379,stories for kids in Arabic,,,,"₫23,000 Buy",,,,,,"September 1, 2018",28M,10+,1.0.7,4.0 and up,Rated for 3+,,eHudHud
380,Heavy Machines - Free for kids,,3.9,"9,842 total",Install,59.1716,11.2426,8.28402,5.32544,15.9763,"January 22, 2020",43M,"5,000,000+",8.36.00.06,4.2 and up,Rated for 3+,,BabyBus
381,"براعم الاط�?ال,العب وتعلم - اجمل الالعاب العربيه",Education,4.2,242 total,Install,65.3595,9.80392,11.7647,6.53595,6.53595,"September 23, 2018",38M,"50,000+",2.1,2.3 and up,Rated for 3+,,iMooBee
382,Noory Books مكتبة نوري - كتب و قصص عربية للأط�?ال,,4.1,332 total,Install,71.4286,5.71429,3.5714300000000003,5.71429,13.5714,"April 17, 2020",21M,"50,000+",0.9.2,4.4 and up,Rated for 3+,"₫113,000 per item",Noory LTD
383,Car game for Kids,,4.0,209 total,Install,65.3595,8.49673,6.53595,5.88235,13.7255,"February 22, 2020",40M,"100,000+",3.1.0,4.2 and up,Rated for 3+,"₫45,000 - ₫68,000 per item",Abuzz
384,Little Panda’s Camping Trip,,4.2,"9,415 total",Install,70.922,7.801419999999999,6.38298,4.255319999999999,10.6383,"January 21, 2020",46M,"5,000,000+",8.37.00.00,4.2 and up,Rated for 3+,"₫24,000 per item",BabyBus
385,Animals Puzzle Zoo free - games for all ages,,4.5,589 total,Install,76.9231,8.46154,7.692310000000001,0.0,6.923080000000001,"April 6, 2020",40M,"100,000+",5.22.020,4.2 and up,Rated for 3+,"₫13,000 - ₫54,000 per item",sparse kids
386,Baking Tortilla 4 - Cooking Games,,4.1,510 total,Install,68.9655,4.82759,6.89655,5.51724,13.7931,"February 6, 2020",Varies with device,"100,000+",Varies with device,2.3 and up,Rated for 3+,,CellyGame
387,Kids Educational Learning Game,,4.4,589 total,Install,70.922,12.765999999999998,7.801419999999999,2.83688,5.67376,"September 22, 2016",34M,"100,000+",1.7,2.3 and up,Rated for 3+,,GunjanApps Studios
388,Nihilumbra,,4.4,"34,688 total",Install,75.7576,10.6061,4.54545,3.0303,6.06061,"May 7, 2017",22M,"1,000,000+",3.0,4.0 and up,Rated for 7+,"₫75,000 per item",BeautiFun Games
389,Run Candy Run,Arcade,3.7,426 total,Install,60.9756,4.87805,5.4878,6.707319999999999,21.9512,"October 22, 2018",14M,"100,000+",5.0,4.0 and up,Rated for 3+,,RUD Present
390,Bubble Shooter games for kids! Bubbles for babies!,,4.2,964 total,Install,59.8802,19.7605,9.58084,1.7964099999999998,8.98204,"August 17, 2018",15M,"100,000+",1.0.0.80,4.1 and up,Rated for 3+,,MAGE Studio Kid Games
391,Baby Panda's Forest Feast - Party Fun,,4.2,"5,045 total",Install,70.922,8.510639999999999,6.38298,4.96454,9.21986,"January 21, 2020",50M,"1,000,000+",8.39.00.10,4.2 and up,Rated for 3+,"₫24,000 per item",BabyBus
392,Educational games for kids,,4.3,"45,075 total",Install,70.4225,11.9718,7.74648,2.8169,7.04225,"January 3, 2020",33M,"10,000,000+",7.0,4.0.3 and up,Rated for 3+,"₫22,000 per item",AppQuiz
393,BeeArtist🎨PRO - Learn to Draw for Kids n Toddlers,,,,"₫85,000 Buy",,,,,,"October 23, 2019",29M,50+,1.8.5,4.1 and up,Rated for 3+,,ParKel Soft - Apps for School & Kindergarten Kids
394,BeeArtist - Learn to Draw for Pre-School Kids.,,3.9,71 total,Install,65.7895,6.57895,2.63158,2.63158,22.3684,"January 27, 2020",30M,"10,000+",1.8.8,4.1 and up,Rated for 3+,"₫85,000 per item",ParKel Soft - Apps for School & Kindergarten Kids
395,Escape room: Hidden objects,,4.3,"12,734 total",Install,76.3359,6.10687,3.81679,2.29008,11.4504,"August 12, 2019",59M,"1,000,000+",1.2.9,4.1 and up,Rated for 3+,"₫42,000 per item",Hippo Kids Games
396,Glitter Dresses Coloring Book For Kids,,3.8,374 total,Install,66.6667,2.66667,1.33333,7.33333,22.0,"February 25, 2020",29M,"500,000+",4.0,4.1 and up,Rated for 3+,,YaaaYstudio
397,Mermaid Coloring Book Glitter,,4.2,"3,102 total",Install,71.9424,9.35252,4.31655,3.59712,10.7914,"December 16, 2019",22M,"1,000,000+",1.0.10,4.0.3 and up,Rated for 3+,"₫47,000 per item",Piu Piu Apps
398,Banana Kong Blast,Action,4.2,"5,725 total",Install,66.2252,12.5828,7.28477,2.6490099999999996,11.2583,"September 26, 2019",68M,"500,000+",1.0.14,4.4 and up,Rated for 3+,"₫65,000 - ₫164,000 per item",FDG Entertainment GmbH & Co.KG
399,Robocar Poli English - Kids Game Package,,4.3,164 total,Install,72.4638,7.971010000000001,6.52174,3.62319,9.42029,"May 21, 2019",44M,"100,000+",1.1.1,4.1 and up,Rated for 3+,"₫157,000 per item",KIGLE
400,Miga Town: My School,,3.2,"9,243 total",Install,43.1034,8.62069,9.913789999999999,5.60345,32.7586,"December 19, 2019",41M,"1,000,000+",1.2,4.1 and up,Rated for 3+,"₫93,000 per item","XiHe Digital (GuangZhou) Technology Co., Ltd."
401,Smurfs and the four seasons,,4.0,"4,159 total",Install,66.2252,6.62252,5.29801,5.29801,16.5563,"September 16, 2019",107M,"1,000,000+",7.1,4.0.3 and up,Rated for 3+,"₫20,000 - ₫83,000 per item",TapTapTales
402,Baby Pony Sisters - Virtual Pet Care & Horse Nanny,,4.0,580 total,Install,60.6061,13.9394,6.66667,4.84848,13.9394,"January 29, 2020",57M,"500,000+",4.0.11,4.4 and up,Rated for 3+,"₫39,999 - ₫99,999 per item",TutoTOONS
403,Animal Town - My Squirrel Home for Kids & Toddlers,,3.6,"5,463 total",Install,53.1915,8.510639999999999,6.38298,5.31915,26.5957,"August 22, 2019",59M,"1,000,000+",2.4,4.1 and up,Rated for 3+,"₫46,000 per item",IDZ Digital Private Limited
404,Kids Connect the Dots (Lite),,4.1,"29,736 total",Install,57.8035,19.0751,8.09249,4.04624,10.9827,"February 25, 2019",Varies with device,"5,000,000+",3.4,4.0.3 and up,Rated for 3+,,Intellijoy Educational Games for Kids
405,Sweet Baby Girl Halloween Fun,,4.0,"9,574 total",Install,64.1026,8.33333,6.41026,5.76923,15.3846,"February 25, 2020",95M,"1,000,000+",3.0.31,4.4 and up,Rated for 3+,"₫39,999 - ₫59,999 per item",TutoTOONS
406,Colors & Shapes - Kids Learn Color and Shape,,4.5,"4,240 total",Install,81.3008,5.69106,4.06504,1.62602,7.317069999999999,"March 31, 2020",40M,"1,000,000+",1.2.1,4.1 and up,Rated for 3+,,RV AppStudios
407,Pinkfong Coloring Fun,,4.5,"26,678 total",Install,78.7402,9.44882,4.72441,1.5748,5.51181,"April 9, 2020",46M,"1,000,000+",32,4.2 and up,Rated for 3+,"₫47,000 per item",SMARTSTUDY PINKFONG
408,Portrait Sketch,Photography,4.0,"20,728 total",Install,59.1716,13.0178,9.46746,4.14201,14.2012,"December 6, 2019",20M,"5,000,000+",4.9,4.3 and up,Rated for 3+,,Dumpling Sandwich Software Inc.
409,Sketch Master Pro,Photography,4.2,43 total,"₫51,000 Buy",63.6943,18.4713,4.4586,1.91083,11.465,"June 21, 2019",21M,"1,000+",Varies with device,Varies with device,Rated for 3+,,Dumpling Sandwich Software Inc.
410,Creative Launcher - Quick & smart launcher 2020,Personalization,4.3,"5,036 total",Install,69.9301,11.1888,7.692310000000001,3.4965,7.692310000000001,"April 13, 2020",11M,"100,000+",5.2.1,4.0 and up,Rated for 3+,"₫301,000 - ₫464,000 per item",Model X Apps
411,Quotes Maker - Name Art Quotes Creator App,Art & Design,4.3,56 total,Install,66.6667,16.0,6.66667,5.33333,5.33333,"December 17, 2019",13M,"5,000+",1.0.2,4.1 and up,Rated for 3+,,Mobi App & Thumbnail Maker Inc
412,"PixelArt: Color by Number, Sandbox Coloring Book",Entertainment,4.2,"3,210 total",Install,69.9301,10.4895,6.29371,3.4965,9.79021,"April 16, 2020",20M,"500,000+",4.4.1,5.0 and up,Rated for 3+,"₫23,000 - ₫908,000 per item",PicsArt
413,"PDF Reader 2020 – PDF Viewer, Scanner & Converter",Tools,4.4,"5,531 total",Install,76.9231,8.46154,5.38462,0.769231,8.46154,"April 20, 2020",17M,"1,000,000+",1.1.8,5.0 and up,Rated for 3+,,Cute Wallpapers Studio
414,"Photo Lab PRO Picture Editor: effects, blur & art",Photography,4.7,"76,025 total","₫233,000 Buy",83.3333,11.6667,2.5,0.833333,1.66667,"April 17, 2020",Varies with device,"500,000+",Varies with device,Varies with device,Rated for 7+,,Linerock Investments LTD
415,Video Watermark - Create & Add Watermark on Videos,Video Players & Editors,4.8,"42,889 total",Install,93.4579,3.73832,0.934579,0.0,1.86916,"March 4, 2020",57M,"500,000+",1.6,4.2 and up,Rated for 3+,"₫69,000 - ₫184,000 per item",Z Mobile Apps
416,Funny Jokes status In Hindi - Chutkule Jokes,Entertainment,,,Install,,,,,,"November 6, 2019",5.0M,50+,2.0,4.4 and up,Rated for 3+,,Apps star
417,Superimpose Pictures,Photography,4.4,"14,676 total",Install,73.5294,12.5,5.14706,1.47059,7.352939999999999,"March 14, 2020",27M,"500,000+",1.3,4.1 and up,Rated for 3+,,photoshop mobile apps
418,Woody Land : Tree live wallpaper Parallax 3D Pro,Personalization,4.4,43 total,"₫116,000 Buy",70.922,16.3121,4.255319999999999,4.255319999999999,4.255319999999999,"April 3, 2020",3.7M,500+,1.5.0,2.2 and up,Rated for 3+,,United Art Inc. Live Wallpapers
419,How to Test Electrical Components,Books & Reference,,,Install,,,,,,"November 17, 2019",4.7M,100+,2.0,4.4 and up,Rated for 3+,,HuzzleAppos
420,দ�?ঃখ ভ�?লার কষ�?টের �?স�?ম�?স,Entertainment,,,Install,,,,,,"April 12, 2020",5.3M,100+,2.0,4.4 and up,Rated for 3+,,Lovero Appos
421,ParrotFish - Sight Words Reading Games,,4.1,365 total,Install,57.8035,17.9191,9.82659,5.78035,8.67052,"August 29, 2019",50M,"100,000+",3.91,4.0.3 and up,Rated for 3+,"₫13,000 per item",PARROTFISH STUDIOS
422,Pinkfong Shapes & Colors,,3.7,512 total,Install,51.0204,13.7755,11.7347,5.61225,17.8571,"June 27, 2019",28M,"500,000+",7,4.1 and up,Rated for 3+,"₫236,000 per item",SMARTSTUDY PINKFONG
423,ABC Alphabet Tracing,,3.9,445 total,Install,58.8235,12.9412,7.647060000000001,4.7058800000000005,15.8824,"June 12, 2019",51M,"100,000+",1.3,4.1 and up,Rated for 3+,"₫23,000 per item",EDUBUZZKIDS
424,Finger Paint Coloring Book,,4.3,239 total,Install,72.4638,13.0435,2.89855,0.724638,10.8696,"October 7, 2019",22M,"100,000+",1.6,4.1 and up,Rated for 3+,"₫28,000 - ₫49,999 per item",Pixel Envision Ltd.
425,My Name in 3D Live Wallpaper,Art & Design,4.6,"46,619 total",Install,80.6452,8.87097,4.83871,1.6129,4.03226,"February 24, 2020",2.7M,"1,000,000+",2.85,4.2 and up,Rated for 3+,,My Name Cube Apps
426,"Nocrop Photo Editor: Filters, Effects, Pic Collage",Photography,4.4,"284,856 total",Install,72.9927,11.6788,5.83942,2.18978,7.29927,"March 11, 2020",32M,"10,000,000+",1.9.3,4.4 and up,Rated for 3+,,Lyrebird Studio
427,Weather 2 weeks,Weather,4.4,"38,389 total",Install,65.7895,20.3947,7.236839999999999,1.9736799999999999,4.6052599999999995,"January 23, 2020",8.0M,"1,000,000+",6.0.6,4.1 and up,Rated for 3+,"₫57,470 per item",Tasmanic Editions
428,Weather Forecast,Weather,4.3,"1,467 total",Install,69.4444,13.1944,9.02778,1.38889,6.944439999999999,"February 20, 2020",11M,"100,000+",1.7.0,4.4 and up,Rated for 3+,,Best Simple Apps
429,Super-Bright Flashlight,Tools,4.4,"8,464 total",Install,74.0741,13.3333,4.44444,1.48148,6.66667,"November 29, 2019",4.0M,"1,000,000+",2.11,4.2 and up,Rated for 3+,,KX Camera Team
430,File Manager,Tools,4.3,"2,565 total",Install,70.4225,8.4507,8.4507,2.8169,9.85915,"July 19, 2019",4.6M,"1,000,000+",3.0.10(20190717_171801),6.0 and up,Rated for 3+,,Smart Tool Pro
431,Kiosk – Unlimited Magazines,News & Magazines,4.7,14 total,Install,93.4579,0.0,0.0,0.0,6.54206,"April 6, 2020",44M,"1,000+",3.3.2,4.4 and up,Rated for 3+,"₫140,000 per item",DMN Global
432,Soup Recipes,Food & Drink,4.5,325 total,Install,72.9927,16.7883,4.37956,1.45985,4.37956,"February 14, 2020",Varies with device,"100,000+",Varies with device,Varies with device,Rated for 3+,"₫7,000 - ₫35,000 per item",Endless
433,GnaCAD,Productivity,4.4,"7,136 total",Install,70.4225,14.7887,4.9295800000000005,2.11268,7.74648,"October 20, 2018",Varies with device,"500,000+",Varies with device,Varies with device,Rated for 3+,"₫23,000 - ₫650,000 per item",GnaCAD Developers
434,Business Card Maker Free Visiting Card Maker photo,Business,4.4,"75,200 total",Install,74.0741,12.5926,5.18518,2.22222,5.92593,"December 5, 2019",9.7M,"5,000,000+",7.0,5.0 and up,Rated for 3+,"₫32,000 per item",Splendid App Maker
435,"Speedometer : GPS, Distance Meter, HUD",Maps & Navigation,4.5,"8,141 total",Install,75.7576,12.8788,3.0303,3.0303,5.303030000000001,"December 19, 2019",2.9M,"1,000,000+",6.1.2,4.4 and up,Rated for 3+,"₫56,000 per item",KTW Apps
436,Find The Differences - Online,Puzzle,4.2,"1,540 total",Install,69.9301,9.090910000000001,5.59441,3.4965,11.8881,"February 22, 2019",90M,"100,000+",1.0.5,4.1 and up,Rated for 3+,"₫24,000 - ₫476,000 per item",10P STUDIO
437,Opera browser with free VPN,Communication,4.6,"3,190,182 total",Install,81.9672,9.83607,3.27869,0.819672,4.09836,"April 16, 2020",Varies with device,"100,000,000+",Varies with device,Varies with device,Rated for 3+,,Opera
438,Quickey Calculator - Free app,Tools,4.5,"26,111 total",Install,73.5294,13.9706,5.14706,1.47059,5.88235,"April 10, 2020",8.0M,"1,000,000+",2.27.18,4.0 and up,Rated for 3+,"₫70,000 per item",KiteTech
439,Smart Search & Web Browser – light & fast engine,Communication,4.7,"68,561 total",Install,86.2069,7.75862,1.7241400000000002,0.8620690000000001,3.4482800000000005,"March 4, 2020",8.3M,"1,000,000+",3.7.2,4.1 and up,Rated for 3+,,Reactive Phone
440,Weather Live,Weather,4.7,308 total,"Was ₫50,000, now reduced to ₫13,000 Buy",85.4701,6.837610000000001,4.2735,0.854701,2.5641,"September 30, 2019",15M,"1,000+",1.1,4.1 and up,Rated for 3+,,NDIVIAPPS
441,Music Player & Audio Player - 10 Bands Equalizer,Music & Audio,4.5,"5,051 total",Install,75.7576,11.3636,6.06061,2.27273,4.54545,"February 24, 2020",6.8M,"500,000+",1.1.6,4.2 and up,Rated for 3+,,Coocent
442,PurplyK - BLOGGING DIARIES,Lifestyle,,,Install,,,,,,"October 14, 2017",13M,100+,1.0,4.1 and up,Rated for 12+,,Innov'IT
443,Evernote - Notes Organizer & Daily Planner,Productivity,4.2,"1,553,411 total",Install,67.1141,13.4228,5.36913,2.68456,11.4094,"March 20, 2020",Varies with device,"100,000,000+",Varies with device,Varies with device,Rated for 3+,"₫21,095 - ₫2,000,000 per item",Evernote Corporation
444,Page: English Grammar & Spell Checker + Translator,,3.9,306 total,"₫149,000 Buy",57.8035,13.8728,6.93642,3.46821,17.9191,"November 28, 2017",43M,"10,000+",1.1.03,4.0.3 and up,Rated for 3+,,GingerSoftware Inc.
445,"Kika Keyboard 2020 - Emoji Keyboard, Stickers, GIF",Tools,4.5,"131,661 total",Install,80.0,8.0,4.0,1.6,6.4,"April 20, 2020",21M,"10,000,000+",6.6.9.5386,4.1 and up,Rated for 3+,"₫10,000 - ₫4,850,000 per item",Kika AI Team
446,"Z Camera - Photo Editor, Beauty Selfie, Collage",Photography,4.6,"1,150,334 total",Install,77.5194,13.9535,5.42636,0.7751939999999999,2.32558,"February 20, 2020",70M,"100,000,000+",4.47,4.1 and up,Rated for 12+,"₫6,000 - ₫1,400,000 per item",Best Free Video Editor & Video Maker Dev
447,Free Phone Cleaner - Cache clean & Security,Tools,4.3,"12,925 total",Install,72.9927,9.48905,7.29927,2.18978,8.0292,"October 9, 2019",14M,"1,000,000+",6.0,4.4 and up,Rated for 3+,,FAST CLEAN
448,Web Browser & Fast Explorer,Social,4.5,"85,408 total",Install,78.7402,8.66142,3.93701,1.5748,7.08661,"March 20, 2020",3.9M,"10,000,000+",5.1.1,4.0.3 and up,Rated for 3+,,iJoysoft
449,PLINK - Connecting Gamers,Social,4.3,"14,738 total",Install,81.3008,2.43902,0.813008,0.813008,14.6341,"April 19, 2020",23M,"500,000+",1.55.6,5.0 and up,Rated for 3+,"₫12,000 - ₫394,000 per item",DogApps
450,App Lock Master – Lock Apps & PIN & Pattern Lock,Tools,4.6,"59,789 total",Install,79.3651,11.1111,3.96825,1.5873,3.96825,"November 25, 2019",4.2M,"5,000,000+",1.0.8,4.0.3 and up,Rated for 3+,,DUALSPACE group
451,Rope Slash,Puzzle,4.1,"25,605 total",Install,63.6943,11.465,8.28025,4.4586,12.1019,"November 9, 2019",26M,"10,000,000+",1.0.9,4.1 and up,Rated for 3+,"₫70,000 per item",SayGames
452,Candy Smash 2020 - Free Match 3 Game,Puzzle,4.4,295 total,Install,68.4931,15.0685,8.904110000000001,4.7945199999999994,2.7397299999999998,"February 18, 2020",35M,"50,000+",1.0.16,4.1 and up,Rated for 3+,"₫23,000 - ₫2,300,000 per item",Group Studios
453,Food Diary: Cooking Game and Restaurant Games 2020,Casual,4.3,"6,831 total",Install,68.9655,11.0345,7.58621,3.4482800000000005,8.96552,"April 17, 2020",72M,"1,000,000+",2.0.5,4.1 and up,Rated for 3+,"₫23,000 - ₫1,200,000 per item","Top Cooking, Casual & Girl Games"
454,Origame,Puzzle,4.0,"47,919 total",Install,59.1716,13.6095,8.875739999999999,6.50888,11.8343,"April 3, 2020",42M,"5,000,000+",1.4.9,5.0 and up,Rated for 3+,"₫81,000 per item",Ketchapp
455,Bunny Live - Live Stream & Video chat,Entertainment,3.9,"3,284 total",Install,60.24100000000001,9.63855,7.22892,3.61446,19.2771,"April 10, 2020",42M,"1,000,000+",2.1.1,4.4 and up,Rated for 18+,"₫23,000 - ₫7,050,000 per item",Buny Company Limited
456,"Chat,Flirt,Video, w/ Strangers & Friends: Camfrog",Social,4.3,"240,443 total",Install,69.9301,11.1888,7.692310000000001,2.7972,8.39161,"March 18, 2020",24M,"10,000,000+",7.7.0.7,4.1 and up,Rated for 12+,"₫46,000 - ₫6,950,000 per item",Camshare Inc.
457,"Bigo Live - Live Stream, Live Video & Live Chat",Social,4.5,"3,787,999 total",Install,78.7402,7.87402,4.72441,1.5748,7.08661,"April 20, 2020",49M,"100,000,000+",4.33.2,4.1 and up,Rated for 12+,"₫17,000 - ₫9,000,000 per item",BIGO TECHNOLOGY PTE. LTD.
458,FirstMeet - with Free Trial,Social,4.7,"11,092 total",Install,90.9091,3.63636,1.81818,0.0,3.63636,"June 17, 2017",9.7M,"100,000+",1.8.6.7,4.1 and up,Rated for 18+,"₫20,165 - ₫1,280,000 per item",First Meet
459,"Pluser - curvy dating & BBW hookup, match, chat",Dating,5.0,20 total,Install,100.0,0.0,0.0,0.0,0.0,"April 12, 2020",9.9M,500+,1.1.0,5.0 and up,Rated for 18+,"₫441,000 - ₫2,300,000 per item",VITA TEAM
460,IndonesianLovely - Free Dating,Social,3.9,42 total,Install,59.5238,9.523810000000001,4.7619,14.2857,11.9048,"March 30, 2020",9.8M,"5,000+",3.1.22,4.2 and up,Rated for 18+,"₫107,000 - ₫484,000 per item",Hiroshi Horie
461,"SHub Classroom H�?i đáp, chấm điểm bài tập",Education,1.9,"27,829 total",Install,17.1429,3.5714300000000003,4.28571,3.5714300000000003,71.4286,"April 10, 2020",19M,"500,000+",1.306,4.1 and up,Rated for 3+,,Nguyễn �?ăng An
462,"Game Booster XS - Game Turbo, Game Tuner, Fix Lag",Tools,4.4,"4,068 total","Was ₫60,000, now reduced to ₫6,000 Buy",72.4638,14.4928,2.89855,2.89855,7.24638,"January 2, 2020",3.6M,"50,000+",1.0.9,4.1 and up,Rated for 3+,,YuKL Team
463,"LoveFeed - Date, Love, Chat",Dating,4.2,"2,372 total",Install,70.922,7.0922,5.67376,2.83688,13.4752,"April 8, 2020",7.6M,"100,000+",1.33.6,4.0.3 and up,Rated for 18+,"₫46,000 - ₫1,700,000 per item",Mobile Dating Dev
464,زواجكم,Dating,3.5,474 total,Install,59.5238,2.9761900000000003,2.9761900000000003,1.78571,32.7381,"February 3, 2020",25M,"100,000+",1.1.8,4.2 and up,Rated for 18+,"₫22,000 - ₫1,600,000 per item",Sabbar
465,Italy Social - Chat & Meet Italians on Dating App,Lifestyle,3.9,"2,165 total",Install,56.8182,14.2045,11.3636,2.84091,14.7727,"March 9, 2020",26M,"100,000+",5.5.3,4.1 and up,Rated for 18+,"₫44,000 - ₫1,350,000 per item",Innovation Dating Apps
466,mconnect Player HD – Google Cast & DLNA/UPnP,Music & Audio,2.9,27 total,"₫142,000 Buy",14.8368,29.6736,14.8368,10.9792,29.6736,"March 31, 2020",24M,500+,3.2.7,4.1 and up,Rated for 3+,,ConversDigital
467,Heymandi - 匿�??交�?�,Social,3.2,716 total,Install,38.4615,11.9231,13.8462,5.76923,30.0,"March 28, 2020",12M,"100,000+",4.0.7,5.0 and up,Rated for 18+,"₫232,000 - ₫1,550,000 per item",Heymandi
468,2Steps: Dating App & Chat,Social,4.3,"3,362 total",Install,70.4225,8.4507,9.15493,2.8169,9.15493,"April 7, 2020",45M,"500,000+",2.3,4.4 and up,Rated for 18+,"₫6,000 - ₫1,850,000 per item",PSP PROSOCIALPLATFORM LTD
469,Mingle Dating - Date Online. Connect Singles. Chat,Dating,3.8,"19,929 total",Install,54.0541,13.5135,9.18919,3.24324,20.0,"March 10, 2020",26M,"1,000,000+",5.5.3,4.1 and up,Rated for 18+,"₫23,000 - ₫1,350,000 per item",Mingle Dating Social Network
470,�?�天�?�,Dating,4.0,"1,007 total",Install,64.9351,6.49351,7.792210000000001,5.84416,14.9351,"April 16, 2020",6.3M,"50,000+",2.7.9,5.0 and up,Rated for 18+,"₫23,000 - ₫2,150,000 per item",Talking Bar Corporation
471,Sudy - Sugar Dating & More App,Dating,4.5,471 total,Install,80.6452,6.45161,1.6129,4.83871,6.45161,"April 9, 2020",54M,"50,000+",5.9.0,5.0 and up,Rated for 18+,"₫69,000 - ₫9,000,000 per item",Sudy Limited
